Shop,Address,Name_product,Name_product_en,Price,Description,Description_en,Tag_en,Tag,URL_images
Lilforest,Thành phố Hà Nội,"Quà tặng Công Giáo kết hợp tượng Đức Mẹ trong bể hoa và rêu khô LilForest, từ thiên nhiên, không cần chăm sóc",Catholic Gift Featuring Virgin Mary Statue in a Moss and Flower Terrarium by LilForest,979000,"Quà tặng Công Giáo kết hợp tượng Đức Mẹ trong bể hoa và rêu khô LilForest, từ thiên nhiên, không cần chăm sóc","LilForest gift combining a statue of the Virgin Mary in a flower pot and good luck, from nature, no-maintenance",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7sotq28zx19
Lilforest,Thành phố Hà Nội,"Quà tặng sinh nhật nghệ thuật độc đáo LilForest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",Unique Artistic Birthday Gift by LilForest Made from Nature for Desk Decoration,629000,"Quà tặng sinh nhật nghệ thuật độc đáo LilForest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc","LilForest exclusive art birthday gift from nature, table decoration with a no-maintenance plant",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7nit708we19
Lilforest,Thành phố Hà Nội,"Quà tặng cưới, anniversary thủ công nghệ thuật Lilforest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",Handcrafted Wedding and Anniversary Gift by LilForest Made from Nature,579000,"Quà tặng cưới, anniversary thủ công nghệ thuật Lilforest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc","LilForest handcrafted art wedding/anniversary gift from nature, table decoration with a no-maintenance plant",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7knhl3i8c04
Lilforest,Thành phố Hà Nội,"Quà tặng Mẹ, Bác gái thủ công nghệ thuật LilForest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc",Handmade Gift for Mother or Aunt by LilForest Made from Nature,599000,"Quà tặng Mẹ, Bác gái thủ công nghệ thuật LilForest từ thiên nhiên, trang trí để bàn với cây không cần chăm sóc","LilForest handcrafted art gift for Mother/Aunt from nature, table decoration with a no-maintenance plant Requires care",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7opfj6wb365
Lilforest,Thành phố Hà Nội,"Quà tặng tốt nghiệp được làm thủ công từ thiên nhiên LilForest, trang trí để bàn với cây không cần chăm sóc",Handmade Graduation Gift by LilForest Made from Nature for Desk Decoration,579000,"Đặc sản chất lượng - Quà tặng tốt nghiệp được làm thủ công từ thiên nhiên LilForest, trang trí để bàn với cây không cần chăm sóc","Quality Specialty Products - Handmade Graduation Gifts from Nature LilForest, Desk Decoration with No-Care Plant",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moq7lyugr7r62c
Lilforest,Thành phố Hà Nội,"Set đèn ngủ tự làm từ hoa và rêu khô, dễ làm, thư giãn tạo nên quà tặng thủ công từ thiên nhiên",DIY Night Lamp Set with Dried Flowers and Moss - Relaxing Handmade Natural Gift,429000,"SET ĐÈN NGỦ TỰ LÀM từ hoa và rêu khô, dễ làm, thư giãn tạo nên quà tặng thủ công từ thiên nhiên","DIY NIGHT LIGHT SET from Flowers and Luck, Easy to Make, Relaxing, Handmade Gift from Nature",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mnrb49zq3sas3e
Casfa Design,Thành phố Hồ Chí Minh,"Sổ Gỗ A6 Handmade - Quà Tặng Lưu Niệm Việt Nam, Casfa Design",Handmade A6 Wooden Notebook - Vietnamese Souvenir Gift by Casfa Design,45820,"Sổ Gỗ A6 Handmade - Quà Tặng Lưu Niệm Việt Nam, Casfa Design","Handmade A6 Wooden Notebook - Vietnamese Souvenir Gift, Casfa Design",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlxn1cy43sp0fe
Casfa Design,Thành phố Hồ Chí Minh,Móc Khoá Gỗ Lưu Niệm Aó Dài - Móc Khóa Gỗ Handmade - Quà Tặng Lưu Niệm Việt Nam,Ao Dai Wooden Souvenir Keychain - Handmade Wooden Keychain - Vietnamese Souvenir Gift,24650,Móc Khoá Gỗ Lưu Niệm Aó Dài - Móc Khóa Gỗ Handmade - Quà Tặng Lưu Niệm Việt Nam,Ao Dai Souvenir Wooden Keychain - Handmade Wooden Keychain - Vietnamese Souvenir Gift,Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-macwfgqdwyc806
messagecoffee.store,Thành phố Hồ Chí Minh,"Hộp Quà Tết Cà phê Đặc sản VietNam Amazing Cup, Combo Cafe Specialty, Set Quà tặng Sang trọng Cao Cấp từ Message Coffee",Vietnam Amazing Cup Specialty Coffee Tet Gift Box - Premium Luxury Gift Set by Message Coffee,530000,"Hộp Quà Tết Cà phê Đặc sản VietNam Amazing Cup, Combo Cafe Specialty, Set Quà tặng Sang trọng Cao Cấp từ Message Coffee","Amazing Cup Vietnamese Specialty Coffee Gift Box, Specialty Coffee Combo, Luxury High-End Gift Set from Message Coffee",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mj0spblly9z7a4
Chitt Decor,Thành phố Huế,MÓC TREO BALO IN TÊN BÉ VÀ SÔ BỐ MẸ - Xưởng quà tặng Sango,Custom Backpack Tag with Child's Name and Parents' Phone Number - Sango Gift Workshop,18000,MÓC TREO BALO IN TÊN BÉ VÀ SÔ BỐ MẸ - Xưởng quà tặng Sango,BACKPACK HANGER PRINTED WITH CHILD'S NAME AND PARENT'S NUMBER - Sango Gift,Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/sg-11134201-81zvn-mmlq2tdolfye60
HaNa Gift & Decor,Thành phố Hồ Chí Minh,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa Gỗ Handmade - Quà Tặng Lưu Niệm Việt Nam,Vietnam Souvenir Keychain - Handmade Wooden Keychain - Vietnamese Souvenir Gift,19000,Móc Khoá Lưu Niệm Việt Nam - Móc Khóa Gỗ Handmade - Quà Tặng Lưu Niệm Việt Nam,Vietnamese Souvenir Keychain - Handmade Wooden Keychain - Vietnamese Souvenir Gift,Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjwd1qfwsop317
HaNa Gift & Decor,Thành phố Hồ Chí Minh,"Nam Châm Tủ Lạnh, Magnet Handmade, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh",Handmade Refrigerator Magnet - Vietnamese Souvenir Gift,25500,"Nam Châm Tủ Lạnh, Magnet Handmade, Quà Tặng Lưu Niệm Việt Nam, Hít Tủ Lạnh","Refrigerator Magnet, Handmade Magnet, Vietnamese Souvenir Gift, Cold Cold",Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mj2f4w73udqb62
HaNa Gift & Decor,Thành phố Hồ Chí Minh,Magnet Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Vietnam 3D Handmade Refrigerator Magnet - Vietnamese Souvenir Gift,44100,Magnet Việt Nam - Nam Châm Tủ Lạnh Handmade 3D - Quà Tặng Lưu Niệm Việt Nam,Vietnam Magnet - Handmade 3D Refrigerator Magnet - Vietnamese Souvenir Gift,Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjcgsbx8a2o260
HaNa Gift & Decor,Thành phố Hồ Chí Minh,Sổ Gỗ A6 Handmade - Quà Tặng Lưu Niệm Việt Nam,Handmade A6 Wooden Notebook - Vietnamese Souvenir Gift,44100,Sổ Gỗ A6 Handmade - Quà Tặng Lưu Niệm Việt Nam,Handmade A6 Wooden Notebook - Vietnamese Souvenir Gift,Gift Sets,Quà tặng,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjl5arlx7vgj58
Cửa hàng đẹp của Wangyu,Overseas,Hộp Toàn Thân Treo Đa Năng,Miniature Mugwort Tube,58454,Tre Tự Nhiên Moxibustion Hộp Toàn Thân Treo Đa Năng Moxibustion Hộp Di Động Moxibustion Hộ Gia Đình Tự Động Đẩy Một Lỗ Porous Moxibustion Box W,"Natural Bamboo Moxibustion Box, Full Body Hanging Multipurpose Moxibustion Box, Portable Moxibustion Box, Household Automatic Push One-Hole Porous Moxibustion Box W",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/sg-11134201-7ra3a-m4u37kfw38k735
Cửa hàng đẹp của Wangyu,Overseas,Búa ngải cứu,"Makeup Comb, Portable Mirror",55056,Hàng sẵn có Quà lưu niệm tinh tế Búa ngải cứu Quà tặng cho bạn bè Quà tặng cho người cao tuổi Búa sức khỏe Kinh tuyến Búa Massage gõ Quà tặng cao cấp Satin ngải cứu gia đình,"Available Items: Exquisite Souvenirs, Moxibustion Hammer, Gifts for Friends, Gifts for the Elderly, Health Hammer, Meridian Massage Hammer, Tapping Massage Hammer, Premium Gifts, Satin Family Moxibustion",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/cn-11134207-820l4-mlhu0d6y5kaq15
Cửa hàng đẹp của Wangyu,Overseas,Ống ngải cứu siêu nhỏ,Moxibustion Bottle with Peach Blossom Extract for Facial Beauty,16804,"Đặc sản chất lượng - Ống ngải cứu siêu nhỏ, dụng cụ ngải cứu điện tử, ống treo nhỏ, hộp ngải cứu cầm tay, Hộp dây buộc chuyên dụng","Quality Specialties - Micro Moxibustion Tube, Electronic Moxibustion Tool, Small Hanging Tube, Handheld Moxibustion Box, Specialized String Box",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/cn-11134207-820l4-mlo9saetbim87e
Cửa hàng đẹp của Wangyu,Overseas,Lược trang điểm Gương mang theo ,"Smart Erasable Gel Ink Ballpoint Pen, Box of 12",134407,Hàng sẵn có Hộp quà Massage Lược trang điểm Gương mang theo Hộp quà lưu niệm Massage Lược gỗ Lược sừng Quà tặng cho phụ nữ Quà tặng cho bạn gái Quà tặng cho mẹ Lược massage gỗ đàn hương Quà tặng sinh nhật Quà tặng ngày lễ Souven,"Available Items: Massage Gift Box, Makeup Comb, Carrying Mirror, Souvenir Gift Box, Massage Wooden Comb, Horn Comb, Gifts for Women, Gifts for Girlfriends, Gifts for Mothers, Sandalwood Massage Comb, Birthday Gifts, Holiday Gifts, Souvenirs",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/cn-11134207-7ras8-mdfnuuny26isf2
Cửa hàng đẹp của Wangyu,Overseas,Lọ moxibustion hoa đào cho vẻ đẹp da mặt,"10 Sets of Adult Raincoats, Cheap Buttonless Raincoats for Hiking/Travel",37312,"Đặc sản chất lượng - Có sẵn lọ moxibustion hoa đào cho vẻ đẹp da mặt, lọ gốm tím di động, sử dụng tại nhà, lọ rồng lửa cho thẩm mỹ viện","Quality Specialties - Available: Peach Blossom Moxibustion Jar for Facial Beauty, Portable Purple Ceramic Jar for Home Use, Fire Dragon Jar for Beauty Salons",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/sg-11134201-7rffn-m9qzsqv9m9uk5e
CỬA HÀNG MAI HƯƠNG,Tỉnh Phú Thọ,Bút bi mực gel tẩy xóa được đặc biệt thông minh hộp 12 cây,Cute Patterned 3D Pen Holder,35000,Bút bi mực gel tẩy xóa được đặc biệt thông minh hộp 12 cây,"Smart Erasable Gel Ink Ballpoint Pen, Box of 12",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-md8i13xjiywv97
CỬA HÀNG MAI HƯƠNG,Tỉnh Phú Thọ,"10 bộ Áo mưa bộ, Áo mưa phượt người lớn loại rẻ không cúc",Set of 20 Magical Erasable Gel Pen Refills,36999,"10 bộ Áo mưa bộ, Áo mưa phượt người lớn loại rẻ không cúc","10 Sets of Raincoats Adult Raincoat (Cheap, Buttonless)",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzt2uvpgwzt9c2
CỬA HÀNG MAI HƯƠNG,Tỉnh Phú Thọ,hộp đựng bút 3D hoạ tiết dễ thương,Pack of 10 Pairs of Adult Men's Socks,24998,hộp đựng bút 3D hoạ tiết dễ thương,Cute 3D Pen Holder,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m7a78tulnl9yac
CỬA HÀNG MAI HƯƠNG,Tỉnh Phú Thọ,Set 20 Ruột Bút Gel Xoá Được Thần Kỳ Tiện Lợi,"Large, Super Soft Japanese Export Bath Towel with Embossed Pattern 140x70cm (Multiple Colors)",35000,Set 20 Ruột Bút Gel Xoá Được Thần Kỳ Tiện Lợi,Set of 20 Magical Erasable Gel Pen Refills,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mpdb5qkjbsi5b5
CỬA HÀNG MAI HƯƠNG,Tỉnh Phú Thọ,Lố 10 đôi tất nam người lớn,"Set of 6 Highlighter Pens, Markers, and Ice Cream Sticks",59000,Lố 10 đôi tất nam người lớn,Pack of 10 Pairs of Men's Adult Socks,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzt431ncb4bl09
CỬA HÀNG MAI HƯƠNG,Tỉnh Phú Thọ,Khăn Tắm Xuất Nhật Khổ Lớn Siêu Mềm Mại Họa Tiết In Chìm 140x70cm (Nhiều Màu),Set of 60 Self-Adhesive Notebook Labels,29000,Khăn Tắm Xuất Nhật Khổ Lớn Siêu Mềm Mại Họa Tiết In Chìm 140x70cm (Nhiều Màu),"Large, Super Soft Japanese Export Bath Towel with Embossed Pattern 140x70cm (Multiple Colors)",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzvpwhe9aa3lec
CỬA HÀNG MAI HƯƠNG,Tỉnh Phú Thọ,sét 6 bút nhớ dòng.bút đánh dấu.bút highligher hình que kem,"Box of 48 Smart B13 Pens, 1.0mm Tip, Smooth and Bold Writing",19999,sét 6 bút nhớ dòng.bút đánh dấu.bút highligher hình que kem,Set of 6 Highlighter Pens (Ice Cream Shape),Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lgglgtj1k83b9d
CỬA HÀNG MAI HƯƠNG,Tỉnh Phú Thọ,Set 60 Cái Nhãn Vở Có Keo Dán Sẵn,Box of 12 A-shaped Pens with Custom Engraving,14400,Set 60 Cái Nhãn Vở Có Keo Dán Sẵn,Set of 60 Self-Adhesive Notebook Labels,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/6ce77b1e6bd8562bb12e5e93fcfcad9f
CỬA HÀNG MAI HƯƠNG,Tỉnh Phú Thọ,hộp 48 bút smart b13 nét 1.0 viết êm.đậm nét,Vietnamese Wooden Refrigerator Magnets,79000,hộp 48 bút smart b13 nét 1.0 viết êm.đậm nét,"Box of 48 Smart B13 Pens (1.0mm tip, smooth and bold writing)",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7r98o-lzuk4hrhxnbhe7
CỬA HÀNG MAI HƯƠNG,Tỉnh Phú Thọ,hộp 12 bút chữ A khắc tên theo yêu cầu,3D Handmade Vietnamese Food Refrigerator Magnets,119000,hộp 12 bút chữ A khắc tên theo yêu cầu,Box of 12 A-shaped Pens with Custom Engraving,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m1nlghl63t5fe5
Hồng Chính Souvenir,Tỉnh Ninh Bình,Nam châm hít tủ lạnh Việt Nam chất liệu gỗ,Handmade 3D Vietnamese Food Souvenir Keychains,19500,Nam châm hít tủ lạnh Việt Nam chất liệu gỗ - Vietnam Wooden Magnets,Vietnamese Wooden Refrigerator Magnets,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mcli9aiar6ak61
Hồng Chính Souvenir,Tỉnh Ninh Bình,Nam châm Hít tủ lạnh 3D món ăn Việt Nam hàng thủ công,"Souvenir magnets, refrigerator magnets, Vietnamese conical hat, 5cm size",35000,Nam châm Hít tủ lạnh 3D món ăn Việt Nam hàng thủ công - Vietnam handmade magnets,3D Vietnamese Food Refrigerator Magnets (Handmade),Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mcu25evf28nw0e
Hồng Chính Souvenir,Tỉnh Ninh Bình,Móc khóa lưu niệm Món ăn Việt Nam 3D nặn tay thủ công,Vietnamese souvenir keychains - Wooden keychains of landmarks,35000,Móc khóa lưu niệm Món ăn Việt Nam 3D nặn tay thủ công - Vietnam Handmade 3D Food Keychains,3D Handmade Vietnamese Food Souvenir Keychains,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mcyr4xbdnhwcb9
Hồng Chính Souvenir,Tỉnh Ninh Bình,"Nam châm lưu niệm, hít tủ lạnh Nón Lá Việt Nam loại 5cm","Vietnamese souvenir notebook A6, wooden material",15000,"Nam châm lưu niệm, hít tủ lạnh Nón Lá Việt Nam loại 5cm - Vietnam Non La Magnets",5cm Vietnamese Conical Hat Souvenir Magnets,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mcxi8rtj9kqn96
Hồng Chính Souvenir,Tỉnh Ninh Bình,Móc khóa lưu niệm Việt Nam - Móc khóa gỗ Địa Danh,"Refrigerator magnet, Vietnamese girl statue with self-standing legs",16000,Móc khóa lưu niệm Việt Nam - Móc khóa gỗ Địa Danh - Vietnamese Wooden Keychains,Vietnamese Souvenir Keychains (Wooden Keychains) Landmarks - Vietnamese Wooden Keychains,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mniprwji6q6a2d
Hồng Chính Souvenir,Tỉnh Ninh Bình,Sổ tay lưu niệm Việt Nam A6 chất liệu Gỗ,Sanny Souvenir: Wooden Keychains,42000,Sổ tay lưu niệm Việt Nam A6 chất liệu Gỗ - Vietnam Wooden A6 Notebooks,Vietnam Wooden A6 Notebooks,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mcwys6ijjwvz90
Hồng Chính Souvenir,Tỉnh Ninh Bình,Nam châm hít tủ lạnh tượng cô gái Việt Nam có chân tự đứng,"Vietnamese souvenir luggage tag, PVC material",31500,Nam châm hít tủ lạnh tượng cô gái Việt Nam có chân tự đứng - Vietnamese women magnets,Refrigerator Magnets featuring a Vietnamese woman with legs,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-me79x0s09m2v3f
Sanny Souvenir,Thành phố Hồ Chí Minh,Sanny Souvenir: Wooden Keychains,"Stubby Holder beer/can thermal bag, Vietnamese souvenir gift",25000,Móc khóa gỗ quà tặng lưu niệm Việt Nam Sanny Souvenir,Sanny Souvenir Wooden Keychains as Vietnamese Souvenir Gifts,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m5av9be4anvbe3
Sanny Souvenir,Thành phố Hồ Chí Minh,Thẻ treo hành lý quà tặng lưu niệm Việt Nam chất liệu PVC,Saigonir refrigerator magnet with Vietnamese people theme,75000,Thẻ treo hành lý quà tặng lưu niệm Việt Nam chất liệu PVC,PVC Luggage Tags as Vietnamese Souvenir Gifts,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-mb10x91qzg0n81
Sanny Souvenir,Thành phố Hồ Chí Minh,"Bao giữ nhiệt bia, lon nước Stubby Holder quà tặng lưu niệm Việt Nam",Vietnam Souvenir Gift Postcard,55000,"Bao giữ nhiệt bia, lon nước Stubby Holder quà tặng lưu niệm Việt Nam",Stubby Holder Insulated Beer/Can Pouches as Vietnamese Souvenir Gifts,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m5bot9dhzf083d
Sanny Souvenir,Thành phố Hồ Chí Minh,Nam châm tủ lạnh chủ đề con người Việt Nam Saigonir,"Lucky Omamori Bag – Attracts Wealth, Love, Carry it with you every day",48000,Nam châm tủ lạnh chủ đề con người Việt Nam Saigonir,Saigonir Refrigerator Magnets with Vietnamese People Themes,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m5dnprrdj3vb9c
Sanny Souvenir,Thành phố Hồ Chí Minh,Vietnam Souvenir Gift Postcard,"Cute Message Keychain – Double-sided printed message, decorate backpack, gift for friends and lovers",18000,Postcard giấy quà tặng lưu niệm Việt Nam,Paper Postcards as Vietnamese Souvenir Gifts,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ras8-m589tqqevvur4b
TuMi Scent Lab,Thành phố Hồ Chí Minh,"Túi Phước Omamori May Mắn – Thu Hút Tài Lộc, Tình Yêu, Mang Theo Bên Người Hàng Ngày","Chocolate Card with Message Keychain – Gift for lovers, create a surprise, use for special occasions",40000,"Túi Phước Omamori May Mắn – Thu Hút Tài Lộc, Tình Yêu, Mang Theo Bên Người Hàng Ngày","Lucky Omamori Charm Bags – Attract Wealth, Love, Carry Every Day",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mm8srv8wmltu74
TuMi Scent Lab,Thành phố Hồ Chí Minh,"Móc Khóa Thông Điệp Dễ Thương – In Hai Mặt Lời Nhắn, Trang Trí Balo, Quà Tặng Bạn Bè Người Yêu","Feng Shui Quartz Crystal Jar – Attracts positive energy, supports love, decorates work desk",12800,"Móc Khóa Thông Điệp Dễ Thương – In Hai Mặt Lời Nhắn, Trang Trí Balo, Quà Tặng Bạn Bè Người Yêu","Cute Message Keychains – Double-Sided Messages, Backpack Decoration, Gifts for Friends and Lovers",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mj9piynr6l8id4
TuMi Scent Lab,Thành phố Hồ Chí Minh,"Card Socola Kèm Móc Khóa Thông Điệp – Quà Tặng Người Yêu, Tạo Bất Ngờ, Dùng Dịp Đặc Biệt","Scented Candle Gift Box Daisy Flower Wax, Super Cute Candle Holder, Gift for Friends, Lovers, Colleagues",15000,"Card Socola Kèm Móc Khóa Thông Điệp – Quà Tặng Người Yêu, Tạo Bất Ngờ, Dùng Dịp Đặc Biệt","Chocolate Cards with Message Keychains – Gifts for Lovers, Surprises, Special Occasions",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-820l4-mjpdagtgqhogb6
TuMi Scent Lab,Thành phố Hồ Chí Minh,"Lọ Đá Thạch Anh Phong Thủy – Thu Hút Năng Lượng Tích Cực, Hỗ Trợ Tình Duyên, Trang Trí Bàn Làm Việc","Cute Message Keychain with Charm, Meaningful Message for Friends, Lovers",35000,"Lọ Đá Thạch Anh Phong Thủy – Thu Hút Năng Lượng Tích Cực, Hỗ Trợ Tình Duyên, Trang Trí Bàn Làm Việc","Feng Shui Quartz Crystal Jars – Attract Positive Energy, Support Love, Desk Decoration",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mp3dhbo20nb4a9
TuMi Scent Lab,Thành phố Hồ Chí Minh,"Hộp Quà Tặng Nến Thơm Kèm Sáp Hoa Cúc, Cốc Nến Siêu Đáng Yêu, Tặng Bạn Bè, Người Yêu, Đồng Nghiệp","Healing Message Jar – Send Meaningful Wishes, Create Positive Emotions, Birthday Gift",75000,"Hộp Quà Tặng Nến Thơm Kèm Sáp Hoa Cúc, Cốc Nến Siêu Đáng Yêu, Tặng Bạn Bè, Người Yêu, Đồng Nghiệp","Gift Boxes with Scented Candles and Chamomile Wax, Cups Super Cute Candles, Gifts for Friends, Lovers, Colleagues",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7ra0g-m9jqdxp6grpg38
TuMi Scent Lab,Thành phố Hồ Chí Minh,"Móc Khóa Thông Điệp Kèm Charm Dễ Thương, Thông Điệp Ý Nghĩa Tặng Bạn Bè, Người Yêu",Classical Heart Music Box,25000,"Móc Khóa Thông Điệp Kèm Charm Dễ Thương, Thông Điệp Ý Nghĩa Tặng Bạn Bè, Người Yêu","Cute Message Keychain with Charm, Meaningful Messages for Friends and Lovers",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-moyyup6cyhaa09
TuMi Scent Lab,Thành phố Hồ Chí Minh,"Lọ Thông Điệp Chữa Lành – Gửi Lời Chúc Ý Nghĩa, Tạo Cảm Xúc Tích Cực, Quà Tặng Sinh Nhật",High-Quality Wind-Up Music Player,53200,"Lọ Thông Điệp Chữa Lành – Gửi Lời Chúc Ý Nghĩa, Tạo Cảm Xúc Tích Cực, Quà Tặng Sinh Nhật","Healing Message Jar – Send Meaningful Wishes, Create Positive Emotions, Birthday Gifts",Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-81ztc-mlaged9gi3uw2e
Vật Kỷ Niệm,Thành phố Hồ Chí Minh,Hộp Nhạc Cổ Điển Trái Tim,Changeable Music Box,425000,Hộp Nhạc Cổ Điển Trái Tim | Máy Nhạc Dây Cót | Hộp Gỗ HNDCGO011 | Vật Kỷ Niệm,Classical Heart Music Box | Wind-Up Music Player | Wooden Box HNDCGO011 | Souvenir,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lhm8u0sh2mypbd
Vật Kỷ Niệm,Thành phố Hồ Chí Minh,Máy Nhạc Dây Cót Loại Tốt,Transparent Music Box,100000,Máy Nhạc Dây Cót Loại Tốt | Hộp Nhạc MANHAC003 | Quà Lưu Niệm | Vật Kỷ Niệm,High-Quality Wind-Up Music Player | Music Box MANHAC003 | Souvenir | Souvenir,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lhm8u0sg24756e
Vật Kỷ Niệm,Thành phố Hồ Chí Minh,Hộp Nhạc Thay Hình,Classical Music Box,250000,Hộp Nhạc Thay Hình | Máy Nhạc Dây Cót | Hộp Gỗ HNDCGO005 | Quà Lưu Niệm | Vật Kỷ Niệm,Changeable Music Box | Wind-Up Music Player | Wooden Box HNDCGO005 | Souvenir | Souvenir,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lhm8u0sgkdj95b
Vật Kỷ Niệm,Thành phố Hồ Chí Minh,Hộp Nhạc Trong Suốt,Transparent Music Box,165000,Hộp Nhạc Trong Suốt | Máy Nhạc Dây Cót | Hộp Nhựa Acrylic HNDCGO003 | Quà Lưu Niệm | Vật Kỷ Niệm,Transparent Music Box | Wind-Up Music Player | Acrylic Plastic Box HNDCGO003 | Souvenir | Souvenir,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lhm8u0sghkedfa
Vật Kỷ Niệm,Thành phố Hồ Chí Minh,Hộp Nhạc Cổ Điển,High-Quality Wind-Up Music Player,395000,Hộp Nhạc Cổ Điển | Máy Nhạc Dây Cót | Hộp Gỗ HNDCGO008 | Quà Lưu Niệm | Vật Kỷ Niệm,Classical Music Box | Wind-Up Music Player | Wooden Box HNDCGO008 | Souvenir | Souvenir,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lhm8u0sgajk54c
Vật Kỷ Niệm,Thành phố Hồ Chí Minh,Hộp Nhạc Trong Suốt,Piano Music Box,215000,Hộp Nhạc Trong Suốt | Máy Nhạc Dây Cót | Hộp Nhựa Acrylic HNDCAC005 | Quà Lưu Niệm | Vật Kỷ Niệm,Transparent Music Box | Wind-Up Music Player | Acrylic Plastic Box HNDCAC005 | Souvenir | Souvenir,Art,Nghệ thuật,https://down-vn.img.susercontent.com/file/vn-11134207-7qukw-lhm8u0sgssxxf0
